0	0
0.0001	2.60486e-14
0.0002	1.04167e-13
0.0003	2.34382e-13
0.0004	4.16667e-13
0.0005	6.51049e-13
0.0006	9.375e-13
0.0007	1.27602e-12
0.0008	1.66664e-12
0.0009	2.10931e-12
0.001	2.60407e-12
0.0011	3.1509e-12
0.0012	3.74978e-12
0.0013	4.40073e-12
0.0014	5.10374e-12
0.0015	5.85881e-12
0.0016	6.66596e-12
0.0017	7.52513e-12
0.0018	8.43636e-12
0.0019	9.39963e-12
0.002	1.04149e-11
0.0021	1.14823e-11
0.0022	1.26016e-11
0.0023	1.3773e-11
0.0024	1.49964e-11
0.0025	1.62718e-11
0.0026	1.75992e-11
0.0027	1.89786e-11
0.0028	2.041e-11
0.0029	2.18934e-11
0.003	2.34287e-11
0.0031	2.5016e-11
0.0032	2.66553e-11
0.0033	2.83465e-11
0.0034	3.00897e-11
0.0035	3.18848e-11
0.0036	3.37318e-11
0.0037	3.56307e-11
0.0038	3.75816e-11
0.0039	3.95843e-11
0.004	4.16389e-11
0.0041	4.37454e-11
0.0042	4.59037e-11
0.0043	4.81139e-11
0.0044	5.0376e-11
0.0045	5.26899e-11
0.0046	5.50556e-11
0.0047	5.74731e-11
0.0048	5.99424e-11
0.0049	6.24635e-11
0.005	6.50364e-11
0.0051	6.7661e-11
0.0052	7.03374e-11
0.0053	7.30655e-11
0.0054	7.58453e-11
0.0055	7.86768e-11
0.0056	8.156e-11
0.0057	8.44949e-11
0.0058	8.74814e-11
0.0059	9.05196e-11
0.006	9.36095e-11
0.0061	9.67509e-11
0.0062	9.99439e-11
0.0063	1.03189e-10
0.0064	1.06485e-10
0.0065	1.09832e-10
0.0066	1.13232e-10
0.0067	1.16683e-10
0.0068	1.20185e-10
0.0069	1.23739e-10
0.007	1.27344e-10
0.0071	1.31001e-10
0.0072	1.34709e-10
0.0073	1.38468e-10
0.0074	1.42279e-10
0.0075	1.46141e-10
0.0076	1.50055e-10
0.0077	1.5402e-10
0.0078	1.58036e-10
0.0079	1.62104e-10
0.008	1.66223e-10
0.0081	1.70393e-10
0.0082	1.74614e-10
0.0083	1.78887e-10
0.0084	1.8321e-10
0.0085	1.87585e-10
0.0086	1.92011e-10
0.0087	1.96488e-10
0.0088	2.01017e-10
0.0089	2.05596e-10
0.009	2.10226e-10
0.0091	2.14908e-10
0.0092	2.1964e-10
0.0093	2.24424e-10
0.0094	2.29258e-10
0.0095	2.34143e-10
0.0096	2.3908e-10
0.0097	2.44067e-10
0.0098	2.49105e-10
0.0099	2.54193e-10
0.01	2.59333e-10
0.0101	2.64523e-10
0.0102	2.69765e-10
0.0103	2.75057e-10
0.0104	2.80399e-10
0.0105	2.85792e-10
0.0106	2.91236e-10
0.0107	2.96731e-10
0.0108	3.02276e-10
0.0109	3.07872e-10
0.011	3.13518e-10
0.0111	3.19215e-10
0.0112	3.24962e-10
0.0113	3.3076e-10
0.0114	3.36608e-10
0.0115	3.42507e-10
0.0116	3.48455e-10
0.0117	3.54455e-10
0.0118	3.60504e-10
0.0119	3.66604e-10
0.012	3.72754e-10
0.0121	3.78955e-10
0.0122	3.85205e-10
0.0123	3.91506e-10
0.0124	3.97856e-10
0.0125	4.04257e-10
0.0126	4.10708e-10
0.0127	4.17209e-10
0.0128	4.2376e-10
0.0129	4.30361e-10
0.013	4.37012e-10
0.0131	4.43712e-10
0.0132	4.50463e-10
0.0133	4.57263e-10
0.0134	4.64114e-10
0.0135	4.71014e-10
0.0136	4.77963e-10
0.0137	4.84963e-10
0.0138	4.92012e-10
0.0139	4.9911e-10
0.014	5.06259e-10
0.0141	5.13456e-10
0.0142	5.20704e-10
0.0143	5.28e-10
0.0144	5.35347e-10
0.0145	5.42742e-10
0.0146	5.50187e-10
0.0147	5.57681e-10
0.0148	5.65225e-10
0.0149	5.72818e-10
0.015	5.8046e-10
0.0151	5.88151e-10
0.0152	5.95892e-10
0.0153	6.03681e-10
0.0154	6.11519e-10
0.0155	6.19407e-10
0.0156	6.27344e-10
0.0157	6.35329e-10
0.0158	6.43363e-10
0.0159	6.51446e-10
0.016	6.59579e-10
0.0161	6.67759e-10
0.0162	6.75989e-10
0.0163	6.84267e-10
0.0164	6.92594e-10
0.0165	7.00969e-10
0.0166	7.09393e-10
0.0167	7.17866e-10
0.0168	7.26387e-10
0.0169	7.34957e-10
0.017	7.43574e-10
0.0171	7.52241e-10
0.0172	7.60955e-10
0.0173	7.69718e-10
0.0174	7.78529e-10
0.0175	7.87388e-10
0.0176	7.96296e-10
0.0177	8.05251e-10
0.0178	8.14255e-10
0.0179	8.23306e-10
0.018	8.32406e-10
0.0181	8.41553e-10
0.0182	8.50748e-10
0.0183	8.59991e-10
0.0184	8.69282e-10
0.0185	8.78621e-10
0.0186	8.88007e-10
0.0187	8.97441e-10
0.0188	9.06922e-10
0.0189	9.16451e-10
0.019	9.26027e-10
0.0191	9.35651e-10
0.0192	9.45322e-10
0.0193	9.55041e-10
0.0194	9.64807e-10
0.0195	9.7462e-10
0.0196	9.8448e-10
0.0197	9.94388e-10
0.0198	1.00434e-09
0.0199	1.01434e-09
0.02	1.02439e-09
0.0201	1.03449e-09
0.0202	1.04463e-09
0.0203	1.05482e-09
0.0204	1.06506e-09
0.0205	1.07534e-09
0.0206	1.08567e-09
0.0207	1.09604e-09
0.0208	1.10647e-09
0.0209	1.11694e-09
0.021	1.12745e-09
0.0211	1.13801e-09
0.0212	1.14862e-09
0.0213	1.15928e-09
0.0214	1.16998e-09
0.0215	1.18072e-09
0.0216	1.19152e-09
0.0217	1.20236e-09
